species;family;male;female;tot_adult;subadult_male;subadult_female;tot_subadult;juvenil;individuals_immatur;tot_individuals;month;year;date;trapnum;succession;ycoor;xcoor;latitude;longitude;height;tot_plants;mean_t;mean_k;mean_l;mean_f;mean_r;mean_n;mean_w;mean_h;mean_d
Pardosasaltans;Lycosidae;0;7;7;0;0;0;0;0;7;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Trochosaterricola;Lycosidae;0;2;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
NA;Lycosidae;0;0;0;12;10;22;4;26;26;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Robertusneglectus;Theridiidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Robertuslividus;Theridiidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Trachyzelotespedestris;Gnaphosidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Hahniapusilla;Hahniidae;1;1;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
NA;Gnaphosidae;0;0;0;0;1;1;3;4;4;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
NA;Phrurolithidae;0;0;0;0;0;0;1;1;1;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Phrurolithusfestivus;Phrurolithidae;3;4;7;0;0;0;0;0;7;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Tenuiphantesflavipes;Linyphiidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
NA;Linyphiidae;0;0;0;2;0;2;6;8;8;Jul;2019;01.-31.07.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Pardosasaltans;Lycosidae;1;2;3;0;0;0;0;0;3;Jul;2019;01.-31.07.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
Piratulahygrophila;Lycosidae;2;0;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
NA;Lycosidae;0;0;0;1;3;4;3;7;7;Jul;2019;01.-31.07.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
NA;Gnaphosidae;0;0;0;0;0;0;1;1;1;Jul;2019;01.-31.07.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Jul;2019;01.-31.07.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
NA;Nesticidae;0;0;0;0;0;0;1;1;1;Jul;2019;01.-31.07.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Jul;2019;01.-31.07.2019;Sel31;S2;2602930;1196842;46.92266;7.4771;506;9;3,5;2,9;3;3,3;3,7;3,4;2,9;3,4;1,4
Trochosaterricola;Lycosidae;0;2;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Pardosahortensis;Lycosidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Piratulahygrophila;Lycosidae;0;2;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
NA;Lycosidae;0;0;0;3;3;6;78;84;84;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Cicurinacicur;Hahniidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
NA;Hahniidae;0;0;0;5;0;5;6;11;11;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Zoraspinimana;Miturgidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Ceratinellascabrosa;Linyphiidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
NA;Linyphiidae;0;0;0;0;0;0;4;4;4;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Phrurolithusfestivus;Phrurolithidae;0;2;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Cnephalocotesobscurus;Linyphiidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
NA;Clubionidae;0;0;0;0;0;0;1;1;1;Jul;2019;01.-31.07.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Trochosaruricola;Lycosidae;2;1;3;0;0;0;0;0;3;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Pardosasaltans;Lycosidae;0;2;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Trochosaterricola;Lycosidae;0;2;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Piratulahygrophila;Lycosidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
NA;Lycosidae;0;0;0;12;13;25;60;85;85;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Liocranoecastriata;Liocranidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
NA;Salticidae;0;0;0;0;0;0;1;1;1;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Heliophanuscupreus;Salticidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Tenuiphantestenuis;Linyphiidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
NA;Gnaphosidae;0;0;0;2;2;4;1;5;5;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Zelotesapricorum;Gnaphosidae;1;1;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Phrurolithusfestivus;Phrurolithidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
NA;Linyphiidae;0;0;0;0;0;0;2;2;2;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
NA;Theridiidae;0;0;0;0;0;0;1;1;1;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
NA;Clubionidae;0;0;0;0;0;0;1;1;1;Jul;2019;01.-31.07.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Trochosaruricola;Lycosidae;4;0;4;0;0;0;0;0;4;Jul;2019;01.-31.07.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
NA;Lycosidae;0;0;0;1;1;2;4;6;6;Jul;2019;01.-31.07.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
NA;Linyphiidae;0;0;0;1;0;1;0;1;1;Jul;2019;01.-31.07.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
Trochosaruricola;Lycosidae;1;4;5;0;0;0;0;0;5;Jul;2019;01.-31.07.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
Pardosahortensis;Lycosidae;0;2;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
Mermessustrilobatus;Linyphiidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
Cryptachaeariparia;Theridiidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
NA;Lycosidae;0;0;0;0;3;3;75;78;78;Jul;2019;01.-31.07.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Jul;2019;01.-31.07.2019;Sel36;S3;2603242;1196874;46.92295;7.48119;507;10;3,8;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Jul;2019;01.-31.07.2019;Sel37;S3;2602920;1196850;46.92274;7.47697;507;9;3,6;2,9;3,1;3,6;3,6;3,4;3;3,2;1
Oedothoraxretusus;Linyphiidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
NA;Lycosidae;0;0;0;0;0;0;0;0;0;Jul;2019;01.-31.07.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
NA;Theridiidae;0;0;0;1;0;1;0;1;1;Jul;2019;01.-31.07.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
Trochosaruricola;Lycosidae;0;0;0;0;0;0;0;0;0;Jul;2019;01.-31.07.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
NA;Lycosidae;0;0;0;0;1;1;3;4;4;Jul;2019;01.-31.07.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Oedothoraxretusus;Linyphiidae;14;17;31;0;0;0;0;0;31;Jul;2019;01.-31.07.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
NA;Linyphiidae;0;0;0;2;0;2;2;4;4;Jul;2019;01.-31.07.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Tenuiphantestenuis;Linyphiidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Robertuslividus;Theridiidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Zelotesexiguus;Gnaphosidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Jul;2019;01.-31.07.2019;Sel40;S3;2603167;1197047;46.92451;7.48021;507;15;3,5;2,7;3;3,8;3,5;3,5;2,8;3,4;1,3
Pardosasaltans;Lycosidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Trochosaspinipalpis;Lycosidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Piratulahygrophila;Lycosidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
NA;Lycosidae;0;0;0;0;2;2;95;97;97;Jul;2019;01.-31.07.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Robertuslividus;Theridiidae;0;2;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Phrurolithusfestivus;Phrurolithidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
NA;Theridiidae;0;0;0;0;1;1;1;2;2;Jul;2019;01.-31.07.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Euryopisflavomaculata;Theridiidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Ozyptilapraticola;Thomisidae;2;0;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Agroecabrunnea;Liocranidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
NA;Gnaphosidae;0;0;0;0;1;1;0;1;1;Jul;2019;01.-31.07.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Pardosahortensis;Lycosidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Pardosasaltans;Lycosidae;0;7;7;0;0;0;0;0;7;Jul;2019;01.-31.07.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
NA;Lycosidae;0;0;0;1;1;2;1;3;3;Jul;2019;01.-31.07.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Agroecabrunnea;Liocranidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Ozyptilapraticola;Thomisidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Trachyzelotespedestris;Gnaphosidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
NA;Theridiidae;0;0;0;0;0;0;1;1;1;Jul;2019;01.-31.07.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Micrargusherbigradus;Linyphiidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
NA;Linyphiidae;0;0;0;0;0;0;2;2;2;Jul;2019;01.-31.07.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Piratulahygrophila;Lycosidae;7;2;9;0;0;0;0;0;9;Jun-Jul;2019;01.06.-31.07.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
NA;Lycosidae;0;0;0;0;0;0;1;1;1;Jun-Jul;2019;01.06.-31.07.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Liocranoecastriata;Liocranidae;1;0;1;0;0;0;0;0;1;Jun-Jul;2019;01.06.-31.07.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Oedothoraxretusus;Linyphiidae;1;8;9;0;0;0;0;0;9;Jun-Jul;2019;01.06.-31.07.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Gnathonariumdentatum;Linyphiidae;0;1;1;0;0;0;0;0;1;Jun-Jul;2019;01.06.-31.07.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
NA;Linyphiidae;0;0;0;2;0;2;2;4;4;Jun-Jul;2019;01.06.-31.07.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Trochosaruricola;Lycosidae;2;0;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Pardosasaltans;Lycosidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Piratulahygrophila;Lycosidae;2;0;2;0;0;0;0;0;2;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Piratatenuitarsis;Lycosidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Micariamicans;Gnaphosidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
NA;Clubionidae;0;0;0;0;0;0;2;2;2;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
NA;Liocranidae;0;0;0;1;0;1;0;1;1;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Clubionalutescens;Clubionidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Zelotesapricorum;Gnaphosidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Phrurolithusfestivus;Phrurolithidae;1;0;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Oedothoraxretusus;Linyphiidae;5;9;14;0;0;0;0;0;14;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Mermessustrilobatus;Linyphiidae;0;1;1;0;0;0;0;0;1;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
Gnathonariumdentatum;Linyphiidae;2;1;3;0;0;0;0;0;3;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
NA;Theridiidae;0;0;0;0;0;0;2;2;2;Jul;2019;01.-31.07.2019;Sel44;S2;2603060;1196953;46.92366;7.4788;507;9;3,7;2,9;2,8;3,7;3,2;3,7;2,6;3,9;2
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Jul;2019;01.-31.07.2019;Sel45;S3;2603005;1196839;46.92264;7.47808;507;14;3,6;3,1;3,1;3,7;3,4;3,4;2,9;3,4;1,1
NA;Lycosidae;0;0;0;1;0;1;6;7;7;Jul;2019;01.-31.07.2019;Sel47;Gravel;2603218;1197056;46.92459;7.48088;508;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;Gnaphosidae;0;0;0;0;0;0;1;1;1;Jul;2019;01.-31.07.2019;Sel47;Gravel;2603218;1197056;46.92459;7.48088;508;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trochosaterricola;Lycosidae;0;1;1;0;0;0;0;0;1;Aug;2019;01.-31.08.2019;Sel01;S3;2603159;1197069;46.92471;7.4801;509;10;3,6;2,6;2,4;3,1;3,2;2,9;1,7;3,4;2,6
NA;Lycosidae;0;0;0;0;3;3;9;12;12;Aug;2019;01.-31.08.2019;Sel01;S3;2603159;1197069;46.92471;7.4801;509;10;3,6;2,6;2,4;3,1;3,2;2,9;1,7;3,4;2,6
NA;Agelenidae;0;0;0;0;0;0;1;1;1;Aug;2019;01.-31.08.2019;Sel01;S3;2603159;1197069;46.92471;7.4801;509;10;3,6;2,6;2,4;3,1;3,2;2,9;1,7;3,4;2,6
NA;Linyphiidae;0;0;0;1;0;1;3;4;4;Aug;2019;01.-31.08.2019;Sel01;S3;2603159;1197069;46.92471;7.4801;509;10;3,6;2,6;2,4;3,1;3,2;2,9;1,7;3,4;2,6
Trochosaterricola;Lycosidae;0;1;1;0;0;0;0;0;1;Aug;2019;01.-31.08.2019;Sel02;S3;2603180;1197093;46.92492;7.48038;509;11;3,6;2,8;2,8;3,2;3,6;3,1;2,1;2,8;2,1
NA;Lycosidae;0;0;0;0;2;2;18;20;20;Aug;2019;01.-31.08.2019;Sel02;S3;2603180;1197093;46.92492;7.48038;509;11;3,6;2,8;2,8;3,2;3,6;3,1;2,1;2,8;2,1
Robertusneglectus;Theridiidae;1;0;1;0;0;0;0;0;1;Aug;2019;01.-31.08.2019;Sel02;S3;2603180;1197093;46.92492;7.48038;509;11;3,6;2,8;2,8;3,2;3,6;3,1;2,1;2,8;2,1
Phrurolithusfestivus;Phrurolithidae;0;1;1;0;0;0;0;0;1;Aug;2019;01.-31.08.2019;Sel02;S3;2603180;1197093;46.92492;7.48038;509;11;3,6;2,8;2,8;3,2;3,6;3,1;2,1;2,8;2,1
NA;Agelenidae;0;0;0;0;1;1;2;3;3;Aug;2019;01.-31.08.2019;Sel02;S3;2603180;1197093;46.92492;7.48038;509;11;3,6;2,8;2,8;3,2;3,6;3,1;2,1;2,8;2,1
